Date,Predictions
2010-12-20 05:00:00+00:00,[902.0838]
2010-12-20 06:00:00+00:00,[967.1325]
2010-12-20 07:00:00+00:00,[999.0214]
2010-12-20 08:00:00+00:00,[1192.6985]
2010-12-20 09:00:00+00:00,[1319.9156]
2010-12-20 10:00:00+00:00,[1329.0868]
2010-12-20 11:00:00+00:00,[1392.3036]
2010-12-20 12:00:00+00:00,[1423.1663]
2010-12-20 13:00:00+00:00,[1422.2057]
2010-12-20 14:00:00+00:00,[1379.6033]
2010-12-20 15:00:00+00:00,[1408.4862]
2010-12-20 16:00:00+00:00,[1444.5079]
2010-12-20 17:00:00+00:00,[1479.9685]
2010-12-20 18:00:00+00:00,[1493.3674]
2010-12-20 19:00:00+00:00,[1453.2545]
2010-12-20 20:00:00+00:00,[1215.8188]
2010-12-20 21:00:00+00:00,[1123.4106]
2010-12-20 22:00:00+00:00,[1057.2401]
2010-12-20 23:00:00+00:00,[1033.9401]
2010-12-20 00:00:00+00:00,[986.1115]
2010-12-21 01:00:00+00:00,[978.52545]
2010-12-21 02:00:00+00:00,[977.70483]
2010-12-21 03:00:00+00:00,[988.169]
2010-12-21 04:00:00+00:00,[1000.74786]
2010-12-21 05:00:00+00:00,[1025.9342]
2010-12-21 06:00:00+00:00,[1112.0874]
2010-12-21 07:00:00+00:00,[1198.9355]
2010-12-21 08:00:00+00:00,[1369.0991]
2010-12-21 09:00:00+00:00,[1440.1715]
2010-12-21 10:00:00+00:00,[1457.1085]
2010-12-21 11:00:00+00:00,[1464.1864]
2010-12-21 12:00:00+00:00,[1463.3215]
2010-12-21 13:00:00+00:00,[1457.9441]
2010-12-21 14:00:00+00:00,[1442.9772]
2010-12-21 15:00:00+00:00,[1490.8113]
2010-12-21 16:00:00+00:00,[1508.606]
2010-12-21 17:00:00+00:00,[1495.3751]
2010-12-21 18:00:00+00:00,[1393.4885]
2010-12-21 19:00:00+00:00,[1315.8993]
2010-12-21 20:00:00+00:00,[1166.5942]
2010-12-21 21:00:00+00:00,[1123.4243]
2010-12-21 22:00:00+00:00,[1063.4268]
2010-12-21 23:00:00+00:00,[1028.8915]
2010-12-21 00:00:00+00:00,[979.60187]
2010-12-22 01:00:00+00:00,[972.1383]
2010-12-22 02:00:00+00:00,[974.7285]
2010-12-22 03:00:00+00:00,[987.5909]
2010-12-22 04:00:00+00:00,[979.34564]
2010-12-22 05:00:00+00:00,[974.44055]
2010-12-22 06:00:00+00:00,[1108.4546]
2010-12-22 07:00:00+00:00,[1184.6196]
2010-12-22 08:00:00+00:00,[1346.5736]
2010-12-22 09:00:00+00:00,[1410.2767]
2010-12-22 10:00:00+00:00,[1437.396]
2010-12-22 11:00:00+00:00,[1458.7823]
2010-12-22 12:00:00+00:00,[1461.7186]
2010-12-22 13:00:00+00:00,[1459.9016]
2010-12-22 14:00:00+00:00,[1451.2479]
2010-12-22 15:00:00+00:00,[1503.2402]
2010-12-22 16:00:00+00:00,[1523.0614]
2010-12-22 17:00:00+00:00,[1538.7517]
2010-12-22 18:00:00+00:00,[1501.9661]
2010-12-22 19:00:00+00:00,[1394.2228]
2010-12-22 20:00:00+00:00,[1208.9537]
2010-12-22 21:00:00+00:00,[1139.0367]
2010-12-22 22:00:00+00:00,[1073.658]
2010-12-22 23:00:00+00:00,[1028.6089]
2010-12-22 00:00:00+00:00,[938.2586]
2010-12-23 01:00:00+00:00,[922.3581]
2010-12-23 02:00:00+00:00,[942.166]
2010-12-23 03:00:00+00:00,[955.7997]
2010-12-23 04:00:00+00:00,[956.9442]
2010-12-23 05:00:00+00:00,[955.5875]
2010-12-23 06:00:00+00:00,[1012.9315]
2010-12-23 07:00:00+00:00,[1063.7041]
2010-12-23 08:00:00+00:00,[1237.3148]
2010-12-23 09:00:00+00:00,[1323.8732]
2010-12-23 10:00:00+00:00,[1341.8271]
2010-12-23 11:00:00+00:00,[1387.527]
2010-12-23 12:00:00+00:00,[1415.0927]
2010-12-23 13:00:00+00:00,[1420.1663]
2010-12-23 14:00:00+00:00,[1404.6606]
2010-12-23 15:00:00+00:00,[1450.0355]
2010-12-23 16:00:00+00:00,[1493.0967]
2010-12-23 17:00:00+00:00,[1523.8002]
2010-12-23 18:00:00+00:00,[1550.9574]
2010-12-23 19:00:00+00:00,[1493.4747]
2010-12-23 20:00:00+00:00,[1233.374]
2010-12-23 21:00:00+00:00,[1143.312]
2010-12-23 22:00:00+00:00,[1058.7255]
2010-12-23 23:00:00+00:00,[1012.6495]
2010-12-23 00:00:00+00:00,[937.03644]
2010-12-24 01:00:00+00:00,[923.2549]
2010-12-24 02:00:00+00:00,[911.6175]
2010-12-24 03:00:00+00:00,[915.7306]
2010-12-24 04:00:00+00:00,[922.65564]
2010-12-24 05:00:00+00:00,[932.9036]
2010-12-24 06:00:00+00:00,[958.3894]
2010-12-24 07:00:00+00:00,[980.41156]
2010-12-24 08:00:00+00:00,[1083.6565]
2010-12-24 09:00:00+00:00,[1195.1476]
2010-12-24 10:00:00+00:00,[1186.522]
2010-12-24 11:00:00+00:00,[1234.2639]
2010-12-24 12:00:00+00:00,[1274.7842]
2010-12-24 13:00:00+00:00,[1267.2902]
2010-12-24 14:00:00+00:00,[1226.469]
2010-12-24 15:00:00+00:00,[1225.9506]
2010-12-24 16:00:00+00:00,[1246.8226]
2010-12-24 17:00:00+00:00,[1224.434]
2010-12-24 18:00:00+00:00,[1239.2144]
2010-12-24 19:00:00+00:00,[1204.3671]
2010-12-24 20:00:00+00:00,[1095.0895]
2010-12-24 21:00:00+00:00,[1032.427]
2010-12-24 22:00:00+00:00,[942.74225]
2010-12-24 23:00:00+00:00,[927.6193]
2010-12-24 00:00:00+00:00,[867.92035]
2010-12-25 01:00:00+00:00,[844.97253]
2010-12-25 02:00:00+00:00,[846.2942]
2010-12-25 03:00:00+00:00,[860.82806]
2010-12-25 04:00:00+00:00,[871.9159]
2010-12-25 05:00:00+00:00,[884.2788]
2010-12-25 06:00:00+00:00,[908.26117]
2010-12-25 07:00:00+00:00,[943.9826]
2010-12-25 08:00:00+00:00,[1021.21545]
2010-12-25 09:00:00+00:00,[1038.15]
2010-12-25 10:00:00+00:00,[1067.6235]
2010-12-25 11:00:00+00:00,[1086.9249]
2010-12-25 12:00:00+00:00,[1123.9498]
2010-12-25 13:00:00+00:00,[1130.0865]
2010-12-25 14:00:00+00:00,[1136.6991]
2010-12-25 15:00:00+00:00,[1149.1863]
2010-12-25 16:00:00+00:00,[1156.9912]
2010-12-25 17:00:00+00:00,[1163.4259]
2010-12-25 18:00:00+00:00,[1156.2124]
2010-12-25 19:00:00+00:00,[1110.2688]
2010-12-25 20:00:00+00:00,[1036.9034]
2010-12-25 21:00:00+00:00,[981.007]
2010-12-25 22:00:00+00:00,[925.19037]
2010-12-25 23:00:00+00:00,[893.15265]
2010-12-25 00:00:00+00:00,[887.23676]
2010-12-26 01:00:00+00:00,[850.1685]
2010-12-26 02:00:00+00:00,[837.9285]
2010-12-26 03:00:00+00:00,[854.8659]
2010-12-26 04:00:00+00:00,[876.6392]
2010-12-26 05:00:00+00:00,[878.71313]
2010-12-26 06:00:00+00:00,[884.0845]
2010-12-26 07:00:00+00:00,[911.15985]
2010-12-26 08:00:00+00:00,[984.3215]
2010-12-26 09:00:00+00:00,[1010.32086]
2010-12-26 10:00:00+00:00,[1088.9677]
2010-12-26 11:00:00+00:00,[1121.4104]
2010-12-26 12:00:00+00:00,[1149.4534]
2010-12-26 13:00:00+00:00,[1163.1554]
2010-12-26 14:00:00+00:00,[1170.8022]
2010-12-26 15:00:00+00:00,[1178.2598]
2010-12-26 16:00:00+00:00,[1190.2009]
2010-12-26 17:00:00+00:00,[1196.9226]
2010-12-26 18:00:00+00:00,[1191.595]
2010-12-26 19:00:00+00:00,[1148.1515]
2010-12-26 20:00:00+00:00,[1055.241]
2010-12-26 21:00:00+00:00,[993.35425]
2010-12-26 22:00:00+00:00,[916.9327]
2010-12-26 23:00:00+00:00,[848.72614]
2010-12-26 00:00:00+00:00,[843.85016]
2010-12-27 01:00:00+00:00,[849.49365]
2010-12-27 02:00:00+00:00,[847.1887]
2010-12-27 03:00:00+00:00,[843.63416]
2010-12-27 04:00:00+00:00,[855.8162]
2010-12-27 05:00:00+00:00,[876.2367]
2010-12-27 06:00:00+00:00,[948.3895]
2010-12-27 07:00:00+00:00,[992.7377]
2010-12-27 08:00:00+00:00,[1142.8059]
2010-12-27 09:00:00+00:00,[1258.2593]
2010-12-27 10:00:00+00:00,[1308.2926]
2010-12-27 11:00:00+00:00,[1375.7197]
2010-12-27 12:00:00+00:00,[1421.3525]
2010-12-27 13:00:00+00:00,[1453.7467]
2010-12-27 14:00:00+00:00,[1474.581]
2010-12-27 15:00:00+00:00,[1516.0308]
2010-12-27 16:00:00+00:00,[1537.4093]
2010-12-27 17:00:00+00:00,[1554.3589]
2010-12-27 18:00:00+00:00,[1518.1062]
2010-12-27 19:00:00+00:00,[1446.9698]
2010-12-27 20:00:00+00:00,[1207.0421]
2010-12-27 21:00:00+00:00,[1137.172]
2010-12-27 22:00:00+00:00,[1070.549]
2010-12-27 23:00:00+00:00,[1034.1641]
2010-12-27 00:00:00+00:00,[965.40936]
2010-12-28 01:00:00+00:00,[935.7802]
2010-12-28 02:00:00+00:00,[924.0838]
2010-12-28 03:00:00+00:00,[926.39594]
2010-12-28 04:00:00+00:00,[937.0578]
2010-12-28 05:00:00+00:00,[944.6859]
2010-12-28 06:00:00+00:00,[1000.63873]
2010-12-28 07:00:00+00:00,[1041.0189]
2010-12-28 08:00:00+00:00,[1236.9526]
2010-12-28 09:00:00+00:00,[1355.9955]
2010-12-28 10:00:00+00:00,[1364.1149]
2010-12-28 11:00:00+00:00,[1400.6616]
2010-12-28 12:00:00+00:00,[1422.1416]
2010-12-28 13:00:00+00:00,[1427.3455]
2010-12-28 14:00:00+00:00,[1416.9316]
2010-12-28 15:00:00+00:00,[1461.1075]
2010-12-28 16:00:00+00:00,[1498.4722]
2010-12-28 17:00:00+00:00,[1531.6447]
2010-12-28 18:00:00+00:00,[1553.0386]
2010-12-28 19:00:00+00:00,[1489.9998]
2010-12-28 20:00:00+00:00,[1233.5533]
2010-12-28 21:00:00+00:00,[1140.7167]
2010-12-28 22:00:00+00:00,[1057.6711]
2010-12-28 23:00:00+00:00,[1030.7864]
2010-12-28 00:00:00+00:00,[966.79474]
2010-12-29 01:00:00+00:00,[936.6325]
2010-12-29 02:00:00+00:00,[927.46075]
2010-12-29 03:00:00+00:00,[928.36945]
2010-12-29 04:00:00+00:00,[935.0732]
2010-12-29 05:00:00+00:00,[940.1912]
2010-12-29 06:00:00+00:00,[997.81714]
2010-12-29 07:00:00+00:00,[1040.447]
2010-12-29 08:00:00+00:00,[1249.5652]
2010-12-29 09:00:00+00:00,[1379.4347]
2010-12-29 10:00:00+00:00,[1383.9277]
2010-12-29 11:00:00+00:00,[1425.5519]
2010-12-29 12:00:00+00:00,[1439.4293]
2010-12-29 13:00:00+00:00,[1437.7928]
2010-12-29 14:00:00+00:00,[1424.1978]
2010-12-29 15:00:00+00:00,[1469.1173]
2010-12-29 16:00:00+00:00,[1512.8741]
2010-12-29 17:00:00+00:00,[1543.6312]
2010-12-29 18:00:00+00:00,[1562.6998]
2010-12-29 19:00:00+00:00,[1482.3722]
2010-12-29 20:00:00+00:00,[1233.4412]
2010-12-29 21:00:00+00:00,[1139.7091]
2010-12-29 22:00:00+00:00,[1052.8462]
2010-12-29 23:00:00+00:00,[1023.40704]
2010-12-29 00:00:00+00:00,[982.8741]
2010-12-30 01:00:00+00:00,[977.36414]
2010-12-30 02:00:00+00:00,[974.2532]
2010-12-30 03:00:00+00:00,[979.16125]
2010-12-30 04:00:00+00:00,[983.84265]
2010-12-30 05:00:00+00:00,[1008.57635]
2010-12-30 06:00:00+00:00,[1094.0764]
2010-12-30 07:00:00+00:00,[1163.6786]
2010-12-30 08:00:00+00:00,[1349.2994]
2010-12-30 09:00:00+00:00,[1437.3185]
2010-12-30 10:00:00+00:00,[1455.7804]
2010-12-30 11:00:00+00:00,[1474.3492]
2010-12-30 12:00:00+00:00,[1465.4376]
2010-12-30 13:00:00+00:00,[1465.7468]
2010-12-30 14:00:00+00:00,[1455.7194]
2010-12-30 15:00:00+00:00,[1501.0277]
2010-12-30 16:00:00+00:00,[1521.9763]
2010-12-30 17:00:00+00:00,[1527.5331]
2010-12-30 18:00:00+00:00,[1472.3497]
2010-12-30 19:00:00+00:00,[1362.0732]
2010-12-30 20:00:00+00:00,[1196.6255]
2010-12-30 21:00:00+00:00,[1140.791]
2010-12-30 22:00:00+00:00,[1078.2347]
2010-12-30 23:00:00+00:00,[1036.7947]
2010-12-30 00:00:00+00:00,[986.3351]
2010-12-31 01:00:00+00:00,[982.6752]
2010-12-31 02:00:00+00:00,[986.55804]
2010-12-31 03:00:00+00:00,[991.9985]
2010-12-31 04:00:00+00:00,[1005.3868]
2010-12-31 05:00:00+00:00,[1034.8177]
2010-12-31 06:00:00+00:00,[1073.439]
2010-12-31 07:00:00+00:00,[1124.5742]
2010-12-31 08:00:00+00:00,[1169.0441]
2010-12-31 09:00:00+00:00,[1230.4344]
2010-12-31 10:00:00+00:00,[1238.1888]
2010-12-31 11:00:00+00:00,[1294.8589]
2010-12-31 12:00:00+00:00,[1311.2876]
2010-12-31 13:00:00+00:00,[1281.4025]
2010-12-31 14:00:00+00:00,[1260.3693]
2010-12-31 15:00:00+00:00,[1262.149]
2010-12-31 16:00:00+00:00,[1272.8168]
2010-12-31 17:00:00+00:00,[1228.908]
2010-12-31 18:00:00+00:00,[1219.7972]
2010-12-31 19:00:00+00:00,[1151.7516]
2010-12-31 20:00:00+00:00,[1084.5482]
2010-12-31 21:00:00+00:00,[1026.3414]
2010-12-31 22:00:00+00:00,[942.7965]
2010-12-31 23:00:00+00:00,[935.8167]
