datetime,temperature,Global_active_power
2010-01-28-16-00,19.44,1206.461147
2010-01-28-17-00,19.17,1210.421565
2010-01-28-18-00,18.00,1179.169562
2010-01-28-19-00,16.56,1152.87976
2010-01-28-20-00,15.28,1140.644183
2010-01-28-21-00,14.22,1021.756372
2010-01-28-22-00,13.44,1016.592232
2010-01-28-23-00,12.67,1010.135369
2010-01-28-00-00,11.89,1006.911179
2010-01-29-01-00,11.17,977.4359055
2010-01-29-02-00,10.56,968.6709336
2010-01-29-03-00,10.00,965.358178
2010-01-29-04-00,9.56,917.7832722
2010-01-29-05-00,9.22,965.4066024
2010-01-29-06-00,8.89,987.0071246
2010-01-29-07-00,8.72,1061.004165
2010-01-29-08-00,8.83,1010.056106
2010-01-29-09-00,10.61,1101.353215
2010-01-29-10-00,12.83,1118.505178
2010-01-29-11-00,14.72,1131.186581
2010-01-29-12-00,16.39,1144.703666
2010-01-29-13-00,17.67,1150.09384
2010-01-29-14-00,18.61,1146.823813
2010-01-29-15-00,19.28,1155.572959
2010-01-29-16-00,19.56,1162.727947
2010-01-29-17-00,19.28,1136.819778
2010-01-29-18-00,18.17,1094.388265
2010-01-29-19-00,16.72,1075.306576
2010-01-29-20-00,15.39,1063.278162
2010-01-29-21-00,14.33,1024.89889
2010-01-29-22-00,13.56,1020.146319
2010-01-29-23-00,12.72,1014.984691
2010-01-29-00-00,11.94,1017.24384
2010-01-30-01-00,11.28,1004.656276
2010-01-30-02-00,10.61,961.8675301
2010-01-30-03-00,10.06,973.5051432
2010-01-30-04-00,9.61,923.4602927
2010-01-30-05-00,9.28,987.265342
2010-01-30-06-00,9.00,965.9663974
2010-01-30-07-00,8.78,1172.093796
2010-01-30-08-00,8.89,1262.486993
2010-01-30-09-00,10.72,1287.242858
2010-01-30-10-00,12.94,1323.501034
2010-01-30-11-00,14.78,1343.352342
2010-01-30-12-00,16.44,1362.819196
2010-01-30-13-00,17.78,1321.130387
2010-01-30-14-00,18.72,1394.517599
2010-01-30-15-00,19.39,1481.510849
2010-01-30-16-00,19.67,1502.975618
2010-01-30-17-00,19.39,1468.256466
2010-01-30-18-00,18.28,1423.426952
2010-01-30-19-00,16.89,1157.079643
2010-01-30-20-00,15.50,1127.025882
2010-01-30-21-00,14.50,1046.137354
2010-01-30-22-00,13.67,1031.141264
2010-01-30-23-00,12.83,954.4778023
2010-01-30-00-00,12.00,951.3453066
2010-01-31-01-00,11.39,896.0907819
2010-01-31-02-00,10.72,875.375565
2010-01-31-03-00,10.17,836.0072191
2010-01-31-04-00,9.67,803.0144958
2010-01-31-05-00,9.33,884.4606764
2010-01-31-06-00,9.06,876.3491472
2010-01-31-07-00,8.83,1104.326145
2010-01-31-08-00,9.00,1220.337804
2010-01-31-09-00,10.83,1289.719923
2010-01-31-10-00,13.06,1369.057728
2010-01-31-11-00,14.89,1410.023015
2010-01-31-12-00,16.56,1439.157016
2010-01-31-13-00,17.83,1433.478721
2010-01-31-14-00,18.83,1492.577321
2010-01-31-15-00,19.44,1511.310579
2010-01-31-16-00,19.72,1522.172754
2010-01-31-17-00,19.44,1531.282771
2010-01-31-18-00,18.39,1532.431443
2010-01-31-19-00,16.94,1271.615823
2010-01-31-20-00,15.56,1198.519075
2010-01-31-21-00,14.56,1041.859483
2010-01-31-22-00,13.72,1008.831268
2010-01-31-23-00,12.94,962.2181425
2010-01-31-00-00,12.06,992.8396442
2010-02-01-01-00,11.44,942.5728978
2010-02-01-02-00,10.78,961.4518166
2010-02-01-03-00,10.22,973.1692447
2010-02-01-04-00,9.72,980.9739254
2010-02-01-05-00,9.44,1075.517407
2010-02-01-06-00,9.17,1077.281632
2010-02-01-07-00,8.89,1307.406778
2010-02-01-08-00,9.06,1420.453507
2010-02-01-09-00,10.89,1459.729437
2010-02-01-10-00,13.06,1477.374675
2010-02-01-11-00,14.94,1470.419114
2010-02-01-12-00,16.56,1478.468509
2010-02-01-13-00,17.83,1422.688475
2010-02-01-14-00,18.78,1442.568959
2010-02-01-15-00,19.39,1435.544969
2010-02-01-16-00,19.67,1434.29784
2010-02-01-17-00,19.39,1440.951674
2010-02-01-18-00,18.33,1451.741381
2010-02-01-19-00,17.00,1208.930211
2010-02-01-20-00,15.61,1219.242907
2010-02-01-21-00,14.56,1093.841485
2010-02-01-22-00,13.72,1061.937438
2010-02-01-23-00,13.00,1002.640001
2010-02-01-00-00,12.11,1001.943722
2010-02-02-01-00,11.44,988.6980548
2010-02-02-02-00,10.83,987.1264052
2010-02-02-03-00,10.28,984.9163095
2010-02-02-04-00,9.78,981.3270284
2010-02-02-05-00,9.44,1068.42405
2010-02-02-06-00,9.17,1066.541049
2010-02-02-07-00,8.94,1293.81332
2010-02-02-08-00,9.17,1407.962184
2010-02-02-09-00,10.94,1448.698534
2010-02-02-10-00,13.11,1487.073698
2010-02-02-11-00,14.94,1487.877718
2010-02-02-12-00,16.61,1466.673189
2010-02-02-13-00,17.83,1408.645331
2010-02-02-14-00,18.78,1432.586422
2010-02-02-15-00,19.39,1426.090217
2010-02-02-16-00,19.67,1426.527151
2010-02-02-17-00,19.39,1439.488033
2010-02-02-18-00,18.39,1452.516423
2010-02-02-19-00,17.00,1216.729345
2010-02-02-20-00,15.67,1231.390658
2010-02-02-21-00,14.67,1106.08231
2010-02-02-22-00,13.83,1063.709523
2010-02-02-23-00,13.06,992.9539824
2010-02-02-00-00,12.17,990.7825177
2010-02-03-01-00,11.50,973.8915374
2010-02-03-02-00,10.89,970.6336262
2010-02-03-03-00,10.33,968.7656277
2010-02-03-04-00,9.83,966.9174516
2010-02-03-05-00,9.56,1045.541614
2010-02-03-06-00,9.22,980.4186216
2010-02-03-07-00,9.00,1206.689711
2010-02-03-08-00,9.22,1332.858882
2010-02-03-09-00,10.94,1429.355187
2010-02-03-10-00,13.11,1473.543552
2010-02-03-11-00,15.00,1487.732558
2010-02-03-12-00,16.67,1487.770599
2010-02-03-13-00,17.89,1427.317523
2010-02-03-14-00,18.83,1442.404143
2010-02-03-15-00,19.39,1442.581481
2010-02-03-16-00,19.67,1454.336883
2010-02-03-17-00,19.39,1464.633675
2010-02-03-18-00,18.44,1469.453092
2010-02-03-19-00,17.06,1232.106711
2010-02-03-20-00,15.72,1239.305235
2010-02-03-21-00,14.72,1100.666472
2010-02-03-22-00,13.89,1056.404033
2010-02-03-23-00,13.11,1016.452091
2010-02-03-00-00,12.22,1022.378219
2010-02-04-01-00,11.56,1005.209726
2010-02-04-02-00,10.89,971.3613329
2010-02-04-03-00,10.39,967.3534049
2010-02-04-04-00,9.89,966.8300937
2010-02-04-05-00,9.56,971.157608
2010-02-04-06-00,9.28,970.281766
2010-02-04-07-00,9.00,987.515201
2010-02-04-08-00,9.28,1063.845144
2010-02-04-09-00,11.06,1125.692715
2010-02-04-10-00,13.17,1258.424943
2010-02-04-11-00,15.06,1273.147248
2010-02-04-12-00,16.72,1282.245106
2010-02-04-13-00,17.94,1250.308447
2010-02-04-14-00,18.89,1242.37897
2010-02-04-15-00,19.44,1246.607385
2010-02-04-16-00,19.67,1172.061387
2010-02-04-17-00,19.44,1182.372577
2010-02-04-18-00,18.50,1138.665487
2010-02-04-19-00,17.17,1107.096949
2010-02-04-20-00,15.83,1098.775225
2010-02-04-21-00,14.78,985.8893801
2010-02-04-22-00,13.94,981.4922929
2010-02-04-23-00,13.22,969.2188924
2010-02-04-00-00,12.28,903.824276
2010-02-05-01-00,11.67,836.0387402
2010-02-05-02-00,11.00,847.5959904
2010-02-05-03-00,10.44,850.7427428
2010-02-05-04-00,9.94,844.997978
2010-02-05-05-00,9.61,844.5577691
2010-02-05-06-00,9.33,839.687625
2010-02-05-07-00,9.11,903.1728609
2010-02-05-08-00,9.33,894.1029612
2010-02-05-09-00,11.17,1002.186066
2010-02-05-10-00,13.28,1049.506194
2010-02-05-11-00,15.17,1093.023089
2010-02-05-12-00,16.83,1101.543152
2010-02-05-13-00,18.06,1109.92006
2010-02-05-14-00,19.00,1109.855493
2010-02-05-15-00,19.56,1121.615149
2010-02-05-16-00,19.78,1122.593955
2010-02-05-17-00,19.61,1111.905329
2010-02-05-18-00,18.67,1075.027416
2010-02-05-19-00,17.28,1055.818638
2010-02-05-20-00,15.94,1043.441989
2010-02-05-21-00,14.94,1012.074336
2010-02-05-22-00,14.06,1010.495504
2010-02-05-23-00,13.28,997.8634616
2010-02-05-00-00,12.39,989.2854958
2010-02-06-01-00,11.78,991.3191251
2010-02-06-02-00,11.11,941.1334786
2010-02-06-03-00,10.56,892.7859037
2010-02-06-04-00,10.06,903.9728952
2010-02-06-05-00,9.72,1002.579126
2010-02-06-06-00,9.44,1008.893203
2010-02-06-07-00,9.22,1236.507243
2010-02-06-08-00,9.50,1348.745656
2010-02-06-09-00,11.28,1418.268791
2010-02-06-10-00,13.44,1472.354232
2010-02-06-11-00,15.33,1483.298201
2010-02-06-12-00,16.94,1501.277951
2010-02-06-13-00,18.17,1470.72092
2010-02-06-14-00,19.11,1508.343214
2010-02-06-15-00,19.67,1507.042048
2010-02-06-16-00,19.89,1504.164246
2010-02-06-17-00,19.67,1510.61794
2010-02-06-18-00,18.78,1513.452862
2010-02-06-19-00,17.39,1259.677568
2010-02-06-20-00,16.06,1258.593974
2010-02-06-21-00,15.06,1122.437799
2010-02-06-22-00,14.17,1036.690055
2010-02-06-23-00,13.44,967.3928313
2010-02-06-00-00,12.50,973.5858378
2010-02-07-01-00,11.89,909.2169698
2010-02-07-02-00,11.22,887.6799979
2010-02-07-03-00,10.67,885.4499004
2010-02-07-04-00,10.17,873.3920322
2010-02-07-05-00,9.83,947.9108534
2010-02-07-06-00,9.56,916.8098205
2010-02-07-07-00,9.28,1120.435697
2010-02-07-08-00,9.56,1225.775812
2010-02-07-09-00,11.39,1319.252696
2010-02-07-10-00,13.50,1399.84489
2010-02-07-11-00,15.44,1431.413831
2010-02-07-12-00,17.06,1490.240807
2010-02-07-13-00,18.28,1468.846642
2010-02-07-14-00,19.22,1514.176921
2010-02-07-15-00,19.78,1526.414442
2010-02-07-16-00,20.00,1530.666375
2010-02-07-17-00,19.78,1535.538385
2010-02-07-18-00,18.89,1538.030429
2010-02-07-19-00,17.50,1274.615649
2010-02-07-20-00,16.17,1266.088887
2010-02-07-21-00,15.17,1128.190096
2010-02-07-22-00,14.28,1083.118345
2010-02-07-23-00,13.50,1013.257945
2010-02-07-00-00,12.61,1008.67763
2010-02-08-01-00,12.00,929.6064797
2010-02-08-02-00,11.33,937.1086697
2010-02-08-03-00,10.78,946.6973153
2010-02-08-04-00,10.22,942.9695269
2010-02-08-05-00,9.89,1015.675672
2010-02-08-06-00,9.67,1015.095812
2010-02-08-07-00,9.39,1239.453506
2010-02-08-08-00,9.67,1349.17431
2010-02-08-09-00,11.50,1388.329277
2010-02-08-10-00,13.61,1430.855722
2010-02-08-11-00,15.56,1463.10679
2010-02-08-12-00,17.17,1481.096473
2010-02-08-13-00,18.39,1382.447473
2010-02-08-14-00,19.33,1392.04233
2010-02-08-15-00,19.89,1381.073648
2010-02-08-16-00,20.11,1376.202367
2010-02-08-17-00,19.89,1388.311002
2010-02-08-18-00,19.00,1396.878184
2010-02-08-19-00,17.67,1145.69256
2010-02-08-20-00,16.33,1145.921653
2010-02-08-21-00,15.28,963.8705532
2010-02-08-22-00,14.44,899.2602573
2010-02-08-23-00,13.67,836.1566412
2010-02-08-00-00,12.78,848.1484444
2010-02-09-01-00,12.17,837.5793275
2010-02-09-02-00,11.44,829.220684
2010-02-09-03-00,10.94,828.4160728
2010-02-09-04-00,10.39,829.9706944
2010-02-09-05-00,10.00,915.3804266
2010-02-09-06-00,9.78,906.5355609
2010-02-09-07-00,9.50,1137.105526
2010-02-09-08-00,9.83,1253.390865
2010-02-09-09-00,11.61,1290.258925
2010-02-09-10-00,13.72,1329.203727
2010-02-09-11-00,15.67,1350.596751
2010-02-09-12-00,17.33,1360.682469
2010-02-09-13-00,18.56,1329.393238
2010-02-09-14-00,19.50,1385.621968
2010-02-09-15-00,20.06,1415.227075
2010-02-09-16-00,20.28,1463.595196
2010-02-09-17-00,20.11,1481.589801
2010-02-09-18-00,19.22,1491.129666
2010-02-09-19-00,17.83,1233.381668
2010-02-09-20-00,16.50,1106.526286
2010-02-09-21-00,15.50,973.4574786
2010-02-09-22-00,14.61,930.0399229
2010-02-09-23-00,13.83,850.5620902
2010-02-09-00-00,12.94,840.4054222
2010-02-10-01-00,12.33,819.6492394
2010-02-10-02-00,11.67,809.6154184
2010-02-10-03-00,11.11,800.6674756
2010-02-10-04-00,10.56,793.950447
2010-02-10-05-00,10.17,880.2227952
2010-02-10-06-00,9.89,873.2367752
2010-02-10-07-00,9.67,1091.261872
2010-02-10-08-00,9.94,1212.854507
2010-02-10-09-00,11.78,1277.30222
2010-02-10-10-00,13.89,1354.034129
2010-02-10-11-00,15.83,1406.303866
2010-02-10-12-00,17.50,1466.450216
2010-02-10-13-00,18.72,1458.355931
2010-02-10-14-00,19.67,1500.042485
2010-02-10-15-00,20.22,1512.074616
2010-02-10-16-00,20.44,1513.290213
2010-02-10-17-00,20.22,1515.498349
2010-02-10-18-00,19.39,1520.075362
2010-02-10-19-00,18.00,1226.740861
2010-02-10-20-00,16.67,1183.153176
2010-02-10-21-00,15.67,1049.336145
2010-02-10-22-00,14.78,991.7269758
2010-02-10-23-00,14.00,908.853583
2010-02-10-00-00,13.11,893.3596811
2010-02-11-01-00,12.50,856.3433095
2010-02-11-02-00,11.83,827.4816024
2010-02-11-03-00,11.28,814.541675
2010-02-11-04-00,10.67,804.7053215
2010-02-11-05-00,10.33,808.4851955
2010-02-11-06-00,10.06,814.8165017
2010-02-11-07-00,9.78,878.8189882
2010-02-11-08-00,10.11,988.6658157
2010-02-11-09-00,11.94,1032.407
2010-02-11-10-00,14.06,1183.726063
2010-02-11-11-00,16.00,1248.483946
2010-02-11-12-00,17.61,1299.594138
2010-02-11-13-00,18.83,1281.010677
2010-02-11-14-00,19.72,1282.053255
2010-02-11-15-00,20.28,1295.418005
2010-02-11-16-00,20.50,1226.913009
2010-02-11-17-00,20.33,1233.213761
2010-02-11-18-00,19.44,1183.177535
2010-02-11-19-00,18.11,1155.24081
2010-02-11-20-00,16.78,1144.676215
2010-02-11-21-00,15.78,1021.58867
2010-02-11-22-00,14.89,1000.223508
2010-02-11-23-00,14.17,993.6324394
2010-02-11-00-00,13.28,954.0977098
2010-02-12-01-00,12.61,881.8875188
2010-02-12-02-00,12.00,912.710747
2010-02-12-03-00,11.39,909.1184733
2010-02-12-04-00,10.78,884.1333637
2010-02-12-05-00,10.39,873.9557187
2010-02-12-06-00,10.11,861.277025
2010-02-12-07-00,9.83,918.1830969
2010-02-12-08-00,10.22,918.6220159
2010-02-12-09-00,12.00,1023.879761
2010-02-12-10-00,14.17,1072.523784
2010-02-12-11-00,16.11,1119.106924
2010-02-12-12-00,17.72,1141.406883
2010-02-12-13-00,18.89,1145.246532
2010-02-12-14-00,19.78,1136.381506
2010-02-12-15-00,20.33,1137.884483
2010-02-12-16-00,20.56,1135.687237
2010-02-12-17-00,20.39,1106.674317
2010-02-12-18-00,19.56,1067.143308
2010-02-12-19-00,18.22,1067.115866
2010-02-12-20-00,16.89,1050.614056
2010-02-12-21-00,15.89,999.0686013
2010-02-12-22-00,15.00,986.6358862
2010-02-12-23-00,14.28,976.8754697
2010-02-12-00-00,13.39,973.1575734
2010-02-13-01-00,12.72,967.6201089
2010-02-13-02-00,12.06,971.7188307
2010-02-13-03-00,11.44,959.6108455
2010-02-13-04-00,10.89,950.5750559
2010-02-13-05-00,10.50,1045.094917
2010-02-13-06-00,10.22,1056.443255
2010-02-13-07-00,9.94,1282.807294
2010-02-13-08-00,10.33,1398.08694
2010-02-13-09-00,12.17,1437.310986
2010-02-13-10-00,14.28,1471.513132
2010-02-13-11-00,16.17,1486.941725
2010-02-13-12-00,17.78,1496.116854
2010-02-13-13-00,18.94,1452.113551
2010-02-13-14-00,19.89,1480.839648
2010-02-13-15-00,20.44,1475.724771
2010-02-13-16-00,20.67,1465.815589
2010-02-13-17-00,20.44,1485.46932
2010-02-13-18-00,19.67,1492.345198
2010-02-13-19-00,18.33,1252.715048
2010-02-13-20-00,17.00,1251.921387
2010-02-13-21-00,16.00,1103.26385
2010-02-13-22-00,15.11,1051.970569
2010-02-13-23-00,14.33,981.788403
2010-02-13-00-00,13.50,981.8753292
2010-02-14-01-00,12.78,974.8863876
2010-02-14-02-00,12.17,973.6586968
2010-02-14-03-00,11.56,969.7810678
2010-02-14-04-00,10.94,965.0950777
2010-02-14-05-00,10.56,1041.231089
2010-02-14-06-00,10.33,1040.652386
2010-02-14-07-00,10.06,1225.101486
2010-02-14-08-00,10.39,1388.938479
2010-02-14-09-00,12.22,1431.899652
2010-02-14-10-00,14.33,1470.019036
2010-02-14-11-00,16.28,1486.816889
2010-02-14-12-00,17.89,1465.140847
2010-02-14-13-00,19.06,1407.117296
2010-02-14-14-00,19.94,1435.06134
2010-02-14-15-00,20.50,1436.105164
2010-02-14-16-00,20.72,1437.974138
2010-02-14-17-00,20.56,1447.530835
2010-02-14-18-00,19.72,1448.066542
2010-02-14-19-00,18.39,1201.872709
2010-02-14-20-00,17.11,1199.153935
2010-02-14-21-00,16.11,1069.913534
2010-02-14-22-00,15.22,1039.702525
2010-02-14-23-00,14.44,983.2397237
2010-02-14-00-00,13.67,992.0846262
2010-02-15-01-00,12.89,982.3886327
2010-02-15-02-00,12.28,981.0952425
2010-02-15-03-00,11.67,979.9394092
2010-02-15-04-00,11.06,979.2265335
2010-02-15-05-00,10.67,1069.585436
2010-02-15-06-00,10.39,1070.522418
2010-02-15-07-00,10.11,1298.97879
2010-02-15-08-00,10.50,1410.951178
2010-02-15-09-00,12.33,1447.496244
2010-02-15-10-00,14.39,1478.238135
2010-02-15-11-00,16.33,1473.997888
2010-02-15-12-00,17.94,1468.871077
2010-02-15-13-00,19.17,1416.942246
2010-02-15-14-00,20.06,1449.264956
2010-02-15-15-00,20.61,1459.371197
2010-02-15-16-00,20.83,1484.686006
2010-02-15-17-00,20.67,1500.441342
2010-02-15-18-00,19.83,1497.286776
2010-02-15-19-00,18.50,1239.14095
2010-02-15-20-00,17.22,1230.588667
2010-02-15-21-00,16.22,1098.420672
2010-02-15-22-00,15.33,1058.378386
2010-02-15-23-00,14.50,990.196561
2010-02-15-00-00,13.78,992.1237023
2010-02-16-01-00,12.94,981.0984714
2010-02-16-02-00,12.33,981.4390965
2010-02-16-03-00,11.72,981.482006
2010-02-16-04-00,11.06,982.6630674
2010-02-16-05-00,10.67,1072.175231
2010-02-16-06-00,10.39,1072.639944
2010-02-16-07-00,10.11,1301.731766
2010-02-16-08-00,10.56,1414.871879
2010-02-16-09-00,12.39,1454.863716
2010-02-16-10-00,14.56,1486.380142
2010-02-16-11-00,16.50,1468.201094
2010-02-16-12-00,18.11,1465.07211
2010-02-16-13-00,19.33,1431.569042
2010-02-16-14-00,20.22,1470.988045
2010-02-16-15-00,20.83,1468.413473
2010-02-16-16-00,21.06,1461.290515
2010-02-16-17-00,20.89,1462.444068
2010-02-16-18-00,20.06,1468.16612
2010-02-16-19-00,18.67,1234.987189
2010-02-16-20-00,17.39,1241.712413
2010-02-16-21-00,16.39,1107.342536
2010-02-16-22-00,15.44,1065.863856
2010-02-16-23-00,14.67,995.0437133
2010-02-16-00-00,13.94,995.1178752
2010-02-17-01-00,13.06,980.7407494
2010-02-17-02-00,12.44,976.4731115
2010-02-17-03-00,11.78,972.6354737
2010-02-17-04-00,11.17,967.9721879
2010-02-17-05-00,10.78,1044.934841
2010-02-17-06-00,10.50,1036.556306
2010-02-17-07-00,10.17,1224.717775
2010-02-17-08-00,10.67,1323.523909
2010-02-17-09-00,12.50,1431.361094
2010-02-17-10-00,14.67,1477.876313
2010-02-17-11-00,16.61,1491.565339
2010-02-17-12-00,18.22,1463.937618
2010-02-17-13-00,19.44,1407.168356
2010-02-17-14-00,20.33,1435.908944
2010-02-17-15-00,20.89,1430.362714
2010-02-17-16-00,21.17,1424.331069
2010-02-17-17-00,21.00,1429.554393
2010-02-17-18-00,20.17,1434.052128
2010-02-17-19-00,18.78,1202.500448
2010-02-17-20-00,17.56,1205.102953
2010-02-17-21-00,16.50,1077.270697
2010-02-17-22-00,15.56,1053.504144
2010-02-17-23-00,14.72,990.5622402
2010-02-17-00-00,14.00,1001.734493
2010-02-18-01-00,13.17,990.1333402
2010-02-18-02-00,12.50,985.4894084
2010-02-18-03-00,11.89,982.4824889
2010-02-18-04-00,11.28,980.480926
2010-02-18-05-00,10.83,988.1410564
2010-02-18-06-00,10.56,985.9103036
2010-02-18-07-00,10.28,1057.321354
2010-02-18-08-00,10.72,1162.252496
2010-02-18-09-00,12.61,1172.56887
2010-02-18-10-00,14.78,1287.212431
2010-02-18-11-00,16.72,1276.216561
2010-02-18-12-00,18.33,1253.394978
2010-02-18-13-00,19.56,1211.946619
2010-02-18-14-00,20.50,1203.14603
2010-02-18-15-00,21.00,1201.486367
2010-02-18-16-00,21.28,1126.876985
2010-02-18-17-00,21.11,1136.67043
2010-02-18-18-00,20.28,1095.617212
2010-02-18-19-00,18.94,1076.575697
2010-02-18-20-00,17.67,1073.91697
2010-02-18-21-00,16.61,972.2824069
2010-02-18-22-00,15.67,977.9236275
2010-02-18-23-00,14.78,978.6947309
2010-02-18-00-00,14.11,925.4946506
2010-02-19-01-00,13.22,946.7220566
2010-02-19-02-00,12.56,985.6430957
2010-02-19-03-00,11.94,978.5410718
2010-02-19-04-00,11.33,973.4583542
2010-02-19-05-00,10.89,981.8387279
2010-02-19-06-00,10.61,980.3490922
2010-02-19-07-00,10.33,1052.440268
2010-02-19-08-00,10.83,1044.020084
2010-02-19-09-00,12.72,1125.187949
2010-02-19-10-00,14.89,1114.581154
2010-02-19-11-00,16.83,1106.378011
2010-02-19-12-00,18.50,1090.272
2010-02-19-13-00,19.67,1080.661578
2010-02-19-14-00,20.61,1070.640044
2010-02-19-15-00,21.17,1068.682079
2010-02-19-16-00,21.39,1068.098813
2010-02-19-17-00,21.22,1042.231925
2010-02-19-18-00,20.44,996.3783618
2010-02-19-19-00,19.06,985.4864524
2010-02-19-20-00,17.78,977.4852532
2010-02-19-21-00,16.72,946.3517599
2010-02-19-22-00,15.78,948.1386233
2010-02-19-23-00,14.89,945.6743167
2010-02-19-00-00,14.17,942.3307466
2010-02-20-01-00,13.28,935.9066608
2010-02-20-02-00,12.61,934.7488784
2010-02-20-03-00,12.00,947.0197666
2010-02-20-04-00,11.39,948.3895294
2010-02-20-05-00,10.94,967.4447167
2010-02-20-06-00,10.67,990.1130394
2010-02-20-07-00,10.44,1059.813081
2010-02-20-08-00,10.94,1050.879805
2010-02-20-09-00,12.83,1124.313258
2010-02-20-10-00,15.06,1104.273731
2010-02-20-11-00,16.94,1092.211974
2010-02-20-12-00,18.61,1100.185648
2010-02-20-13-00,19.78,1108.420212
2010-02-20-14-00,20.72,1104.606665
2010-02-20-15-00,21.28,1101.557737
2010-02-20-16-00,21.50,1118.168268
2010-02-20-17-00,21.33,1098.08007
2010-02-20-18-00,20.50,1063.366093
2010-02-20-19-00,19.17,1062.953259
2010-02-20-20-00,17.89,1059.38132
2010-02-20-21-00,16.83,1033.056708
2010-02-20-22-00,15.89,1026.575237
2010-02-20-23-00,15.00,1005.849979
2010-02-20-00-00,14.28,997.2170271
2010-02-21-01-00,13.39,991.3927424
2010-02-21-02-00,12.72,982.5820101
2010-02-21-03-00,12.11,981.6593647
2010-02-21-04-00,11.50,963.6265208
2010-02-21-05-00,11.06,989.4991255
2010-02-21-06-00,10.78,974.7036887
2010-02-21-07-00,10.50,1208.350738
2010-02-21-08-00,11.06,1338.038855
2010-02-21-09-00,12.94,1433.511379
2010-02-21-10-00,15.11,1479.739119
2010-02-21-11-00,17.06,1501.683896
2010-02-21-12-00,18.67,1492.420743
2010-02-21-13-00,19.83,1427.393021
2010-02-21-14-00,20.78,1454.653625
2010-02-21-15-00,21.33,1462.005987
2010-02-21-16-00,21.56,1460.099353
2010-02-21-17-00,21.39,1469.560342
2010-02-21-18-00,20.61,1476.395045
2010-02-21-19-00,19.28,1238.639705
2010-02-21-20-00,17.94,1239.1982
2010-02-21-21-00,16.94,1107.737597
2010-02-21-22-00,15.94,1075.633959
2010-02-21-23-00,15.06,1011.913177
2010-02-21-00-00,14.33,1003.506289
2010-02-22-01-00,13.44,983.0539871
2010-02-22-02-00,12.78,980.1903066
2010-02-22-03-00,12.17,984.5587348
2010-02-22-04-00,11.56,966.5055079
2010-02-22-05-00,11.11,952.3223124
2010-02-22-06-00,10.83,968.3662305
2010-02-22-07-00,10.56,1202.423874
2010-02-22-08-00,11.17,1328.78197
2010-02-22-09-00,13.06,1427.06205
2010-02-22-10-00,15.22,1480.45576
2010-02-22-11-00,17.17,1495.153827
2010-02-22-12-00,18.78,1480.93651
